barrio,dia,direccion_viento_tarde,direccion_viento_temprano,horas_de_sol,humedad_tarde,humedad_temprano,id,llovieron_hamburguesas_hoy,mm_evaporados_agua,mm_lluvia_dia,nubosidad_tarde,nubosidad_temprano,presion_atmosferica_tarde,presion_atmosferica_temprano,rafaga_viento_max_direccion,rafaga_viento_max_velocidad,temp_max,temp_min,temperatura_tarde,temperatura_temprano,velocidad_viendo_tarde,velocidad_viendo_temprano
Palermo,2010-07-27,Sur,Norte,7.8,65.0,81.0,64763,no,2.8,0.0,7.0,5.0,1032.2,1036.1,Norte,20.0,13.5,2.1,12.6,7.0,13.0,11.0
Versalles,2011-12-20,Sursuroeste,Este,2.9,39.0,73.0,103606,no,7.2,0.0,7.0,7.0,1015.3,1016.4,Estesureste,28.0,23.6,12.3,22.7,15.1,7.0,17.0
Núñez,2009-05-22,Este,Estenoreste,9.0,63.0,87.0,61323,no,1.2,0.0,1.0,1.0,1023.7,1026.8,Este,54.0,18.0,1.8,17.2,12.5,37.0,19.0
San Nicolás,2009-04-06,Este,Sureste,8.9,69.0,69.0,93406,no,8.0,0.0,4.0,4.0,1009.1,1012.4,Noreste,39.0,32.3,22.6,29.4,28.7,20.0,13.0
Villa Real,2008-12-26,Sureste,Nornoreste,4.7,47.0,59.0,130016,no,6.8,0.0,7.0,8.0,1007.9,1009.9,Sur,43.0,22.9,12.2,18.7,14.9,22.0,11.0
Parque Chacabuco,2016-05-25,Norte,Noroeste,0.2,85.0,57.0,73005,no,2.6,0.0,7.0,8.0,1011.9,1017.3,Norte,39.0,13.9,7.8,11.6,12.6,22.0,11.0
Monte Castro,2017-06-21,Noroeste,Estesureste,,52.0,22.0,55097,no,,0.0,,,,,Sursuroeste,33.0,9.3,2.8,6.9,6.3,4.0,6.0
Núñez,2016-04-02,Oestesuroeste,Oeste,,64.0,53.0,63741,no,,0.0,8.0,,1018.4,1013.6,Oestesuroeste,56.0,22.4,12.9,17.7,19.6,31.0,24.0
Floresta,2011-01-18,Oeste,Estenoreste,13.5,32.0,65.0,37276,no,12.0,0.0,1.0,0.0,1005.7,1007.5,Oeste,31.0,28.1,11.6,26.3,17.3,20.0,6.0
Puerto Madero,2013-12-31,Sur,suroeste,13.5,31.0,65.0,79725,no,7.0,0.0,5.0,3.0,1015.5,1016.3,Sur,31.0,25.7,8.6,23.5,15.8,13.0,7.0
San Nicolás,2012-06-07,Noreste,suroeste,10.5,41.0,55.0,94534,no,6.8,0.0,1.0,1.0,1014.6,1017.7,Sursuroeste,31.0,22.6,12.5,21.8,16.6,15.0,24.0
Recoleta,2014-12-21,suroeste,Norte,11.0,42.0,67.0,83089,no,6.0,0.0,,,1012.9,1013.4,Sursuroeste,35.0,27.9,9.3,26.7,20.1,17.0,7.0
Barracas,2015-07-14,Noreste,Noroeste,,48.0,52.0,11354,no,,0.0,,,1012.3,1014.9,Oeste,37.0,18.7,1.5,18.0,14.0,13.0,9.0
Mataderos,2017-01-09,Oeste,,,34.0,64.0,51894,no,,0.0,,,1008.0,1011.0,Oeste,37.0,33.5,19.4,31.3,24.1,20.0,0.0
Villa Luro,2015-03-13,Noroeste,Noreste,0.1,32.0,27.0,122995,no,9.6,0.0,8.0,7.0,1010.2,1010.1,Noreste,24.0,34.8,18.7,31.3,30.8,4.0,13.0
Vélez Sársfield,2013-12-24,Noroeste,Nornoreste,9.3,44.0,62.0,101273,no,5.6,0.0,1.0,7.0,1017.6,1020.5,Noroeste,31.0,23.2,9.8,22.5,15.3,19.0,11.0
Villa Soldati,2010-09-04,Sur,Este,6.2,93.0,82.0,139906,si,6.4,6.8,8.0,7.0,1009.6,1012.3,Sursuroeste,37.0,32.1,24.3,25.2,27.9,15.0,2.0
Monte Castro,2009-02-07,,Nornoreste,,,55.0,52130,no,,0.0,,,,,,,28.9,17.0,,21.1,,26.0
Chacarita,2012-02-29,Oestenoroeste,Estenoreste,8.8,53.0,62.0,22243,no,4.8,0.0,6.0,1.0,1014.3,1016.7,Oestenoroeste,24.0,24.9,17.2,23.9,23.2,15.0,9.0
Villa Ortúzar,2013-05-26,,Noreste,,45.0,76.0,125340,no,,0.0,,,,,Norte,26.0,20.9,6.8,20.0,12.6,0.0,7.0
Agronomía,2014-02-17,Sur,Sursureste,,33.0,61.0,1815,no,,0.0,,,1010.4,1013.0,Sureste,31.0,29.9,13.0,27.6,18.6,7.0,9.0
Monserrat,2011-12-16,Estesureste,Sureste,,48.0,63.0,56182,no,,0.0,,1.0,1015.2,1017.9,Sureste,50.0,26.6,10.9,25.8,17.5,26.0,22.0
Núñez,2009-08-14,Oestesuroeste,Oestenoroeste,9.1,51.0,79.0,61407,no,2.0,0.0,3.0,1.0,1015.7,1018.0,,,16.4,8.2,16.2,12.3,33.0,13.0
Flores,2016-04-04,Sureste,Este,0.8,79.0,90.0,36081,si,3.4,19.0,7.0,8.0,1019.6,1023.1,Norte,41.0,24.3,18.4,22.1,19.7,15.0,9.0
Almagro,2010-05-25,Noreste,,,81.0,100.0,3549,si,,3.6,,,1007.1,1012.0,,,,11.2,16.2,13.0,7.0,0.0
Mataderos,2016-05-31,Este,,,64.0,87.0,51671,no,,0.0,,,1028.4,1031.0,Este,26.0,13.8,-1.4,12.9,5.7,15.0,0.0
Retiro,2015-08-05,Oeste,Oestesuroeste,10.3,29.0,44.0,86509,no,5.6,0.0,0.0,0.0,1013.1,1017.2,Oestenoroeste,33.0,19.1,7.9,18.6,12.2,15.0,9.0
San Telmo,2013-01-07,Noroeste,Sursuroeste,13.8,14.0,20.0,97910,no,33.6,0.0,,,1011.0,1015.6,Estesureste,56.0,41.2,21.5,38.8,29.2,7.0,11.0
Floresta,2016-05-20,Oeste,Oeste,,62.0,80.0,39136,no,2.2,0.0,,,1022.1,1022.8,Oeste,26.0,17.6,10.0,16.8,13.2,9.0,7.0
Mataderos,2013-06-15,Sur,Sursureste,,50.0,56.0,50590,no,,0.0,,,1014.7,1013.6,Sursuroeste,41.0,13.6,6.6,12.1,9.1,19.0,17.0
Caballito,2015-04-26,Oestesuroeste,Oestenoroeste,,86.0,78.0,20327,si,,22.4,,,1009.7,1007.8,Sursuroeste,39.0,18.0,12.3,15.5,14.1,11.0,7.0
Monserrat,2014-09-27,Nornoreste,Norte,,58.0,93.0,57139,no,,0.0,,4.0,1017.5,1020.5,Norte,44.0,20.0,5.2,19.7,12.8,30.0,20.0
Núñez,2015-02-02,Este,Sursureste,,61.0,89.0,63316,no,,0.0,6.0,8.0,1020.2,1019.6,Este,30.0,22.7,12.2,20.7,16.3,13.0,9.0
Villa Crespo,2010-08-01,Sursuroeste,suroeste,8.8,32.0,76.0,106139,no,3.6,0.0,3.0,5.0,1029.4,1030.0,suroeste,57.0,15.6,8.0,14.7,11.5,33.0,24.0
Colegiales,2012-08-03,Estesureste,,,36.0,97.0,28447,no,,0.0,,,1014.7,1017.9,Oestesuroeste,19.0,18.3,-1.2,16.9,5.6,7.0,0.0
Villa del Parque,2014-03-27,Sur,Sur,2.6,68.0,77.0,110424,no,1.4,0.0,2.0,7.0,1019.2,1020.0,,,21.1,18.6,20.5,19.5,17.0,15.0
Parque Chas,2013-12-03,Oestenoroeste,Sur,,19.0,70.0,73679,no,,0.0,,,1007.2,1011.4,Noroeste,56.0,33.3,12.6,32.1,17.5,24.0,7.0
La Boca,2012-06-05,Oestenoroeste,Oestenoroeste,6.1,45.0,48.0,40759,no,5.0,0.2,7.0,2.0,1001.0,1002.0,Sur,67.0,16.0,8.8,14.8,12.3,37.0,39.0
Puerto Madero,2009-07-30,Norte,Nornoreste,3.9,69.0,88.0,78199,no,2.2,0.2,7.0,6.0,1019.3,1023.1,Norte,35.0,14.2,8.9,13.1,10.1,19.0,15.0
Colegiales,2010-06-19,Oeste,Noreste,,44.0,82.0,27701,no,,0.0,,,1018.5,1019.2,Oestesuroeste,41.0,19.8,0.1,18.4,8.2,22.0,4.0
Parque Avellaneda,2008-07-04,Norte,Nornoreste,4.2,49.0,87.0,67203,no,1.8,0.6,6.0,7.0,1029.0,1030.2,Este,19.0,14.5,9.1,13.1,10.2,7.0,9.0
Floresta,2015-01-11,Este,Estesureste,1.6,62.0,92.0,38641,si,5.0,24.8,7.0,8.0,1010.5,1012.1,Este,39.0,25.5,19.1,24.1,19.8,26.0,20.0
Boedo,2009-01-22,Noroeste,Noreste,,71.0,72.0,15128,no,,0.0,8.0,8.0,,,,,28.8,22.2,26.6,25.4,19.0,4.0
San Telmo,2008-07-15,Oestesuroeste,Oeste,2.3,72.0,91.0,96334,si,2.8,4.0,,,1020.1,1020.4,Oestesuroeste,43.0,14.7,11.1,13.0,12.0,24.0,17.0
Agronomía,2011-07-23,Oeste,,,45.0,72.0,934,no,,0.0,,,1021.6,1024.7,Oeste,19.0,14.6,0.1,14.3,5.8,11.0,0.0
San Cristóbal,2017-02-03,Nornoreste,Nornoreste,,63.0,76.0,93137,no,,0.0,,,1013.2,1015.3,Nornoreste,33.0,30.1,23.1,29.6,27.7,26.0,20.0
Liniers,2008-06-15,Sursuroeste,Sur,8.2,57.0,72.0,45814,no,2.6,0.0,2.0,1.0,1026.3,1029.0,Sur,43.0,14.7,2.1,13.8,9.0,26.0,24.0
Parque Avellaneda,2011-01-29,Noreste,Oestesuroeste,12.5,42.0,65.0,68142,no,6.4,0.0,,,1017.6,1019.8,Sur,28.0,28.0,13.4,26.5,16.7,13.0,9.0
Núñez,2013-06-22,Este,Oestenoroeste,9.2,66.0,93.0,62726,no,0.2,0.2,0.0,2.0,1026.9,1027.2,Este,20.0,11.7,-0.7,11.5,2.7,15.0,9.0
Nueva Pompeya,2014-09-20,Sursureste,Sur,,49.0,57.0,60172,no,,0.0,,,1025.6,1027.5,Sureste,35.0,17.0,0.4,16.3,11.5,19.0,13.0
Saavedra,2010-05-09,Sureste,Sursureste,6.0,71.0,73.0,87724,no,5.4,0.4,6.0,6.0,1010.4,1013.0,,,28.5,21.3,25.2,24.5,24.0,19.0
Villa Crespo,2013-08-28,Estesureste,Estenoreste,7.1,20.0,47.0,107173,no,7.8,0.0,3.0,3.0,1011.8,1017.1,Nornoreste,67.0,27.5,10.9,25.7,17.4,11.0,19.0
Núñez,2011-06-26,Noroeste,Nornoreste,9.2,40.0,81.0,62058,no,1.0,0.0,1.0,0.0,1020.1,1021.8,Noroeste,50.0,16.8,0.9,16.1,7.1,31.0,9.0
Recoleta,2013-05-11,Norte,Norte,4.9,31.0,48.0,82500,no,8.0,0.0,,,1017.8,1022.9,Norte,52.0,25.5,16.4,25.0,18.3,22.0,13.0
Parque Patricios,2012-02-16,Sursuroeste,Oeste,6.1,78.0,85.0,76091,no,7.8,0.0,8.0,8.0,1016.7,1014.6,Oeste,43.0,20.4,15.9,17.4,16.9,17.0,15.0
Chacarita,2017-04-25,Sureste,Sureste,,54.0,55.0,24066,no,,0.0,8.0,5.0,1016.9,1019.3,Sureste,35.0,23.2,18.1,21.3,21.0,17.0,24.0
Palermo,2014-03-15,Norte,Norte,2.4,20.0,30.0,66001,no,7.0,0.0,7.0,7.0,998.9,1005.3,Norte,76.0,30.2,16.6,28.1,22.1,43.0,26.0
Parque Chas,2015-01-14,suroeste,suroeste,,61.0,100.0,74086,no,,0.2,,,1006.9,1006.5,Oestesuroeste,56.0,25.1,16.8,21.2,17.1,33.0,28.0
Belgrano,2016-09-08,Noreste,Estenoreste,,42.0,65.0,14785,no,,0.0,6.0,1.0,1022.5,1027.8,Noreste,37.0,23.9,10.0,22.6,18.0,19.0,19.0
Villa Crespo,2011-10-25,Sursuroeste,Sur,11.1,37.0,65.0,106559,no,12.8,0.0,2.0,7.0,1015.5,1016.5,Sur,43.0,24.1,14.6,22.0,15.3,26.0,31.0
Villa Pueyrredón,2016-04-20,suroeste,,,63.0,90.0,129406,no,,0.0,,,1024.5,1024.1,suroeste,26.0,21.7,12.0,21.1,15.4,7.0,0.0
Vélez Sársfield,2009-12-27,Sur,Sureste,12.0,43.0,63.0,99904,no,5.2,0.0,2.0,7.0,1017.7,1019.3,Sursuroeste,39.0,24.7,8.9,23.9,17.0,28.0,19.0
Parque Avellaneda,2014-01-19,Sur,Sur,8.9,55.0,61.0,69139,,6.6,,,,1012.5,1014.7,Sur,46.0,22.8,16.2,21.7,17.2,30.0,26.0
Monserrat,2015-09-10,suroeste,Sursuroeste,,71.0,98.0,57487,no,,1.0,8.0,8.0,1031.2,1033.7,Sursureste,24.0,13.2,6.8,12.1,8.5,13.0,13.0
Flores,2015-05-02,Este,Estesureste,2.3,92.0,77.0,35743,si,2.6,10.4,7.0,7.0,1016.6,1020.8,Estenoreste,50.0,23.6,16.3,19.6,21.5,20.0,19.0
Parque Patricios,2011-11-20,Oeste,Oestenoroeste,11.6,81.0,91.0,76003,si,4.4,2.6,6.0,7.0,1015.2,1013.8,Oestenoroeste,69.0,16.9,6.2,14.5,13.4,37.0,20.0
Parque Chas,2015-01-10,Sursureste,Sureste,,91.0,100.0,74082,si,,23.6,,,1011.8,1011.6,Sureste,31.0,19.7,12.9,16.3,13.0,22.0,22.0
Barracas,2014-03-30,Sureste,Oeste,7.1,72.0,85.0,10883,no,1.4,0.4,3.0,1.0,1018.0,1019.4,Estesureste,26.0,26.2,19.2,25.6,22.6,17.0,9.0
Villa Riachuelo,2011-08-21,Noroeste,,,46.0,99.0,133994,no,,0.0,,,1036.0,1038.1,Noroeste,28.0,16.5,7.3,15.9,8.1,15.0,0.0
La Boca,2016-02-06,Sureste,Sureste,,58.0,94.0,42041,si,,7.2,2.0,7.0,1016.0,1017.4,Sureste,39.0,25.7,19.1,24.8,19.9,28.0,20.0
Balvanera,2016-10-29,Noreste,Estenoreste,,,,8818,no,7.2,0.0,3.0,,1011.2,1015.4,Norte,35.0,33.3,15.0,32.1,23.0,15.0,17.0
La Boca,2014-12-13,Este,Sur,,64.0,69.0,41621,,,,8.0,8.0,1016.5,1017.1,Sursureste,48.0,23.2,16.2,19.8,19.9,26.0,28.0
Coghlan,2016-08-31,Norte,Nornoreste,,50.0,86.0,26868,no,,0.0,,,,,Nornoreste,46.0,23.6,11.2,22.7,15.2,19.0,9.0
Mataderos,2016-04-28,Nornoreste,,,36.0,75.0,51638,no,,0.0,,,1021.3,1024.5,Oestenoroeste,26.0,24.2,5.6,23.2,12.3,13.0,0.0
Monserrat,2017-01-16,Noroeste,Norte,,19.0,61.0,57981,no,,0.0,,,1012.2,1014.8,Oestenoroeste,41.0,31.8,6.6,30.5,18.6,24.0,4.0
Mataderos,2014-12-31,Nornoreste,Nornoreste,,28.0,63.0,51154,no,,0.0,,,1010.7,1013.5,Estenoreste,39.0,29.4,7.9,27.2,17.7,13.0,7.0
Villa Crespo,2009-04-13,Oeste,Estesureste,11.0,12.0,26.0,105664,no,8.0,0.0,1.0,1.0,1015.6,1019.7,Noreste,39.0,30.5,13.3,29.7,21.5,9.0,7.0
Flores,2010-08-04,Oestenoroeste,Noroeste,10.2,37.0,67.0,34100,no,4.0,0.0,1.0,1.0,1014.9,1019.0,Nornoreste,28.0,19.1,8.6,18.3,13.2,13.0,15.0
Villa Real,2016-09-13,Estesureste,Nornoreste,9.5,53.0,66.0,132745,si,3.4,1.2,2.0,2.0,1023.2,1027.0,Estesureste,24.0,12.3,4.3,11.9,9.1,17.0,9.0
Parque Chacabuco,2016-12-01,Oestesuroeste,Sursureste,10.6,21.0,61.0,73195,no,1.8,0.0,,1.0,1006.6,1009.1,Sursuroeste,50.0,30.0,10.1,28.2,17.7,13.0,7.0
Colegiales,2012-06-08,Este,,,41.0,99.0,28391,no,2.0,0.2,,,1024.0,1026.9,Sursureste,17.0,16.9,0.7,15.3,4.0,4.0,0.0
San Cristóbal,2015-09-17,Noroeste,Oestenoroeste,,89.0,88.0,92632,si,,3.6,,,1014.4,1016.3,Sursureste,48.0,19.5,17.2,18.8,18.2,17.0,15.0
Villa Luro,2015-03-20,Noreste,Este,11.3,31.0,56.0,123002,no,4.6,0.0,1.0,0.0,1014.8,1020.4,Sursuroeste,33.0,31.0,14.6,30.4,20.6,7.0,9.0
La Boca,2013-06-30,Oeste,Oestesuroeste,,94.0,96.0,41090,si,,31.6,8.0,8.0,1022.6,1024.3,suroeste,28.0,15.7,11.1,14.0,12.5,15.0,15.0
San Nicolás,2009-06-07,Oeste,Oeste,9.0,63.0,71.0,93468,no,4.2,0.0,7.0,2.0,1011.7,1015.2,Nornoreste,28.0,29.1,16.6,26.4,24.1,13.0,13.0
Puerto Madero,2012-04-25,suroeste,Oestesuroeste,0.5,77.0,100.0,79169,si,1.6,21.6,7.0,8.0,1016.9,1016.5,Oeste,44.0,15.0,8.7,14.8,10.5,24.0,15.0
Flores,2013-01-25,Noreste,Norte,12.8,56.0,63.0,34944,no,4.6,0.0,1.0,2.0,1010.4,1012.9,Estenoreste,52.0,31.2,21.6,29.3,27.1,37.0,17.0
Agronomía,2015-10-18,Sureste,Sur,,40.0,64.0,2423,no,,0.0,,,1024.1,1026.9,Noroeste,22.0,27.5,8.6,26.2,15.8,11.0,6.0
Saavedra,2010-02-05,Estenoreste,Noroeste,10.7,59.0,59.0,87631,no,7.4,0.0,2.0,1.0,1005.4,1008.5,Noreste,41.0,36.4,24.4,33.6,31.5,22.0,9.0
Villa Soldati,2013-03-11,Oestenoroeste,suroeste,6.8,71.0,83.0,140736,si,1.6,15.2,7.0,6.0,1003.4,1006.8,Sursuroeste,50.0,32.7,24.2,32.1,27.9,28.0,15.0
Floresta,2009-05-09,Oestesuroeste,Estenoreste,10.0,33.0,68.0,36657,no,2.6,0.0,0.0,0.0,1021.7,1025.7,Oeste,26.0,21.1,4.7,20.6,10.6,13.0,7.0
Puerto Madero,2016-10-10,Oestesuroeste,Nornoreste,5.9,52.0,65.0,80739,no,5.6,0.2,2.0,7.0,1008.7,1008.5,Oeste,61.0,17.1,12.3,13.9,12.9,20.0,17.0
Nueva Pompeya,2013-10-17,Oeste,Oeste,,39.0,69.0,59834,no,9.9,0.0,1.0,6.0,1013.2,1007.2,Oeste,74.0,14.5,9.7,13.2,11.2,35.0,26.0
Boedo,2009-07-02,Norte,Noroeste,,41.0,51.0,15289,no,,0.0,2.0,1.0,,,,,19.0,10.2,17.8,13.5,9.0,4.0
Villa Crespo,2016-03-25,Sursureste,Sur,7.9,47.0,62.0,108113,no,12.2,0.0,,,1018.3,1019.1,Sur,52.0,28.8,21.0,25.5,21.9,26.0,26.0
Boedo,2014-06-09,suroeste,,,75.0,76.0,17003,no,,0.2,6.0,5.0,,,,,19.4,7.0,16.4,11.8,19.0,0.0
Villa Soldati,2012-07-27,Norte,Sur,8.0,58.0,68.0,140568,no,5.8,0.0,6.0,7.0,1011.1,1015.2,Norte,28.0,29.5,20.3,28.5,25.3,19.0,7.0
Villa Ortúzar,2014-07-01,Norte,Nornoreste,,28.0,52.0,125741,no,,0.0,,,,,Noroeste,30.0,23.1,7.1,22.5,12.7,13.0,19.0
Villa Luro,2009-01-17,Oestesuroeste,Sur,7.2,44.0,58.0,120838,no,13.2,0.0,7.0,2.0,1013.8,1015.3,Sursureste,30.0,30.3,18.3,29.8,22.5,13.0,7.0
Puerto Madero,2012-06-28,Norte,Norte,4.5,70.0,85.0,79233,no,0.8,0.0,7.0,1.0,1015.9,1021.4,Nornoreste,41.0,14.6,4.2,13.1,9.4,7.0,7.0
San Telmo,2009-01-29,Oestenoroeste,Norte,12.9,11.0,16.0,96532,no,14.6,0.0,,,1007.5,1009.0,Nornoreste,50.0,43.4,33.9,42.4,37.3,24.0,19.0
Mataderos,2012-03-27,Estenoreste,,,77.0,82.0,50204,no,,0.0,,,1021.3,1022.6,Este,22.0,19.0,8.9,18.5,13.3,9.0,0.0
Villa Soldati,2014-03-22,Oestenoroeste,Oestesuroeste,6.8,55.0,77.0,141112,no,6.0,0.4,7.0,4.0,1006.7,1009.4,Oestenoroeste,37.0,32.2,27.4,31.1,30.6,19.0,13.0
Villa Real,2017-01-05,Sureste,Sureste,7.1,66.0,66.0,132859,no,6.8,0.0,5.0,7.0,1019.8,1021.1,Sursureste,39.0,20.9,14.9,18.5,19.0,22.0,13.0
Versalles,2015-03-21,Estenoreste,Este,11.6,27.0,53.0,104734,no,7.8,0.0,,0.0,1022.7,1025.3,Sureste,41.0,22.7,9.9,21.5,13.7,11.0,15.0
Palermo,2016-03-17,Norte,Norte,10.2,31.0,48.0,66734,no,9.0,0.0,7.0,2.0,1006.8,1012.7,Norte,69.0,33.2,16.5,31.9,23.4,28.0,46.0
Colegiales,2016-09-12,Estenoreste,Norte,,50.0,78.0,29889,no,11.2,0.0,,7.0,1017.6,1022.0,Estenoreste,28.0,21.4,7.9,20.8,13.4,13.0,7.0
San Telmo,2017-01-23,Oeste,Noreste,,79.0,25.0,99359,no,,0.0,,,1006.2,1004.9,Oestesuroeste,37.0,33.0,24.5,25.6,30.8,6.0,7.0
Monserrat,2009-12-18,Oeste,suroeste,,41.0,66.0,55484,si,,11.8,,1.0,1016.1,1018.4,Oeste,43.0,21.1,4.1,20.1,11.1,26.0,22.0
Constitución,2008-06-02,Oeste,Oeste,0.1,90.0,97.0,30298,si,1.8,22.0,7.0,8.0,1024.8,1027.3,,,17.6,14.3,17.1,15.3,7.0,9.0
Recoleta,2012-09-13,suroeste,Oestesuroeste,9.7,60.0,91.0,82319,si,1.6,4.0,,,1018.2,1017.4,Oestesuroeste,41.0,13.8,4.4,12.8,8.2,22.0,11.0
Balvanera,2012-05-02,Sureste,Estenoreste,,87.0,89.0,7236,si,5.0,8.8,7.0,8.0,1019.3,1021.8,Oestesuroeste,41.0,22.1,15.5,17.5,16.7,11.0,11.0
Versalles,2017-05-04,Nornoreste,Estenoreste,9.5,39.0,60.0,105509,no,,0.0,,0.0,1027.8,1030.9,Nornoreste,20.0,16.9,3.4,15.9,10.8,7.0,11.0
Versalles,2009-10-08,Sureste,Estesureste,11.7,44.0,66.0,102833,no,2.2,0.0,6.0,3.0,1028.1,1030.2,Sursureste,41.0,15.1,4.7,14.3,9.4,20.0,17.0
Villa Santa Rita,2010-09-12,Este,Sursuroeste,1.3,96.0,80.0,136721,no,6.0,0.0,7.0,8.0,1017.1,1018.2,Oestesuroeste,39.0,19.9,14.0,15.1,14.9,13.0,17.0
Villa Real,2012-05-14,suroeste,Noroeste,3.5,53.0,67.0,131221,no,1.6,0.0,,,1019.9,1021.1,suroeste,43.0,16.7,6.6,15.0,11.5,15.0,17.0
Monte Castro,2009-09-29,Oeste,suroeste,,69.0,97.0,52364,no,,0.2,,,,,Oestesuroeste,31.0,7.5,-1.2,7.1,1.3,13.0,13.0
Belgrano,2009-06-14,Nornoreste,Noreste,9.7,30.0,56.0,12231,no,4.0,0.0,7.0,6.0,1013.0,1016.8,Noreste,33.0,20.5,2.5,20.2,11.0,15.0,17.0
Villa Soldati,2009-03-27,Estenoreste,Estesureste,5.2,49.0,76.0,139380,no,4.2,0.0,7.0,7.0,1009.1,1011.8,Este,39.0,32.5,24.5,31.5,27.3,19.0,15.0
Floresta,2010-01-22,Nornoreste,Estenoreste,11.9,7.0,43.0,36915,no,13.2,0.0,3.0,4.0,1005.3,1009.9,Noroeste,57.0,41.6,23.5,41.0,28.6,28.0,19.0
Monte Castro,2010-05-05,Oestesuroeste,Oeste,,98.0,98.0,52582,si,,22.4,,,,,Oestenoroeste,65.0,1.4,0.2,-0.6,0.6,20.0,20.0
Vélez Sársfield,2014-07-09,Nornoreste,Oestenoroeste,0.3,92.0,96.0,101470,si,3.2,12.8,7.0,8.0,998.8,996.9,Norte,35.0,10.1,7.2,9.1,8.0,15.0,13.0
Colegiales,2016-07-25,Oestenoroeste,Oeste,,39.0,49.0,29840,no,10.8,0.0,,,1012.4,1013.1,Oeste,57.0,17.4,5.6,16.2,13.7,30.0,20.0
Liniers,2010-05-31,Sursureste,Sursureste,6.3,43.0,68.0,46529,si,2.8,17.0,7.0,7.0,1015.1,1014.2,Sureste,48.0,15.8,9.2,15.0,11.5,24.0,24.0
Monserrat,2009-08-16,Nornoreste,Nornoreste,,62.0,72.0,55360,si,,1.2,4.0,6.0,1001.7,999.9,Oestenoroeste,83.0,13.1,8.3,11.7,11.2,48.0,46.0
Villa Soldati,2012-06-22,Oestenoroeste,Sureste,10.0,16.0,65.0,140533,no,5.0,0.0,3.0,2.0,1012.0,1015.0,Estesureste,35.0,31.4,16.3,30.4,20.9,13.0,11.0
Saavedra,2012-09-23,Norte,Sursureste,10.9,62.0,62.0,88562,no,5.6,0.0,0.0,1.0,1010.5,1014.8,Noreste,31.0,28.8,18.1,26.7,25.4,17.0,11.0
San Telmo,2009-07-24,Nornoreste,Nornoreste,7.8,45.0,51.0,96708,no,1.4,0.0,,,1021.8,1023.6,Noroeste,44.0,16.2,6.1,15.9,10.1,20.0,11.0
Villa Santa Rita,2010-07-01,Estesureste,Estesureste,0.0,95.0,95.0,136648,si,0.4,8.2,8.0,8.0,1024.0,1025.8,Este,22.0,9.3,7.7,9.2,7.9,11.0,9.0
Villa Real,2015-08-15,Noroeste,Nornoreste,9.1,38.0,77.0,132350,no,1.6,1.0,3.0,0.0,1026.6,1031.3,Nornoreste,33.0,14.2,2.2,14.1,4.3,19.0,24.0
Villa General Mitre,2016-08-06,Norte,Noreste,7.0,83.0,77.0,117305,no,,0.0,8.0,,1009.4,1013.2,Norte,39.0,18.9,10.6,15.4,14.1,20.0,17.0
Villa Devoto,2010-08-15,Oeste,Sursureste,,59.0,84.0,112202,no,,0.0,,,1022.9,1025.7,Oestesuroeste,22.0,18.8,7.6,17.7,13.0,11.0,2.0
Almagro,2011-09-05,Este,Sur,,41.0,100.0,3987,no,,0.0,,,1022.4,1026.6,Estenoreste,22.0,24.2,9.3,23.6,15.6,9.0,2.0
San Telmo,2013-09-02,Oestesuroeste,Sursuroeste,10.7,41.0,63.0,98120,no,7.2,0.0,,,1026.0,1028.8,Oestenoroeste,22.0,28.0,11.1,27.4,18.1,6.0,6.0
Boedo,2009-11-13,Sureste,Sureste,,66.0,74.0,15423,si,,1.8,7.0,6.0,,,,,23.8,18.2,21.4,22.5,19.0,6.0
San Cristóbal,2011-03-03,Nornoreste,Nornoreste,,71.0,79.0,91062,si,,73.2,,,1007.7,1011.4,Sur,48.0,32.5,22.9,29.4,27.3,31.0,15.0
Palermo,2014-02-13,Sureste,Oestesuroeste,0.0,45.0,76.0,65971,no,4.8,0.0,8.0,8.0,1010.8,1013.1,Sur,24.0,26.4,17.7,25.9,20.5,13.0,7.0
Caballito,2012-04-17,Sureste,suroeste,,92.0,92.0,19287,si,,2.8,,,1019.9,1022.1,Sureste,54.0,21.0,17.3,18.0,18.1,28.0,11.0
Flores,2012-08-02,Sursureste,Oeste,9.6,48.0,55.0,34799,no,4.2,0.0,3.0,1.0,1018.6,1022.0,suroeste,44.0,15.2,6.3,14.4,10.3,20.0,22.0
Villa Lugano,2016-02-17,Oestesuroeste,Nornoreste,12.4,45.0,20.0,120143,no,9.2,0.0,1.0,1.0,1011.7,1012.4,suroeste,39.0,34.3,21.1,29.0,31.7,28.0,11.0
Villa Santa Rita,2013-08-16,Oestenoroeste,Nornoreste,6.9,11.0,17.0,137701,no,8.2,0.0,3.0,7.0,1008.7,1012.5,Oestenoroeste,65.0,32.1,15.6,31.5,23.3,43.0,28.0
San Telmo,2016-10-30,Oestesuroeste,Oestenoroeste,,45.0,65.0,99274,no,,0.0,,,1011.9,1008.5,Oestesuroeste,59.0,18.2,15.4,15.4,17.1,30.0,22.0
Villa General Mitre,2012-04-16,Oestesuroeste,Oestesuroeste,10.2,42.0,65.0,115791,no,,0.0,2.0,1.0,1014.9,1017.1,Oestesuroeste,37.0,27.0,10.5,25.5,19.1,20.0,6.0
